Model,Teacher,intermediate_loss_type,alpha,intermediate_strategy,kd_loss_type,mixup,repeated_aug,aug_p,#example,score,task,ratio,baseline_score,contextual,backtranslation,random
TinyBERT4,BERT_BASE,mi,0.5,skip,ce,FALSE,1,0.3,393000,0.812028311,mnli,0.965550905,56.2,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,emd,ce,FALSE,1,0.3,393000,0.811826391,mnli,0.96531081,56.2,0,0,0
TinyBERT4,BERT_BASE,mi,0,last,mse,FALSE,1,0.3,393000,0.811672683,mnli,0.965128042,56.2,0,0,0
TinyBERT4,BERT_BASE,mi,1,emd,ce,FALSE,1,0.3,393000,0.810911717,mnli,0.964223207,56.2,0,0,0
TinyBERT4,BERT_BASE,mi,0.7,emd,ce,FALSE,1,0.3,393000,0.810911717,mnli,0.964223207,56.2,0,0,0
TinyBERT4,BERT_BASE,mi,0,emd,ce,FALSE,1,0.3,393000,0.810911717,mnli,0.964223207,56.2,0,0,0
TinyBERT4,BERT_BASE,mi,0.5,emd,ce,FALSE,1,0.3,393000,0.810911717,mnli,0.964223207,56.2,0,0,0
TinyBERT4,BERT_BASE,mse,0.1,emd,ce,FALSE,1,0.3,393000,0.81065815,mnli,0.9639217,56.2,0,0,0
TinyBERT4,BERT_BASE,pkd,0.1,emd,ce,FALSE,1,0.3,393000,0.810657093,mnli,0.963920444,56.2,0,0,0
TinyBERT4,BERT_BASE,cos,0.1,emd,ce,FALSE,1,0.3,393000,0.810657093,mnli,0.963920444,56.2,0,0,0
TinyBERT4,BERT_BASE,ce,0.1,emd,ce,FALSE,1,0.3,393000,0.810657093,mnli,0.963920444,56.2,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,emd,ce,TRUE,1,0.3,393000,0.81050268,mnli,0.963736837,56.2,0,0,0
TinyBERT4,BERT_BASE,mi,0.5,emd,ce,TRUE,1,0.3,393000,0.810452355,mnli,0.963676998,56.2,0,0,0
TinyBERT4,BERT_BASE,pkd,0.1,skip,ce,FALSE,1,0.3,393000,0.810300408,mnli,0.963496323,56.2,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,last,mse,FALSE,1,0.3,393000,0.809689363,mnli,0.962769754,56.2,0,0,0
TinyBERT4,BERT_BASE,cos,0.1,last,mse,FALSE,1,0.3,393000,0.806278598,mnli,0.958714147,56.2,0,0,0
TinyBERT4,BERT_BASE,mi,1,skip,ce,FALSE,1,0.3,393000,0.805616082,mnli,0.957926376,56.2,0,0,0
ELECTRA_SMALL,BERT_BASE,mi,0.9,skip,mse,FALSE,1,0.3,393000,0.805414691,mnli,0.95768691,56.2,0,0,0
TinyBERT4,BERT_BASE,mi,0,last,ce,FALSE,1,0.3,393000,0.802867305,mnli,0.954657913,56.2,0,0,0
TinyBERT4,BERT_BASE,mi,1,last,mse,FALSE,1,0.3,393000,0.799102409,mnli,0.950181224,56.2,0,0,0
TinyBERT4,BERT_BASE,mi,0,skip,mse,FALSE,1,0.3,393000,0.798186854,mnli,0.949092573,56.2,0,0,0
TinyBERT4,BERT_BASE,mi,0.7,last,ce,FALSE,1,0.3,393000,0.796201685,mnli,0.946732087,56.2,0,0,0
TinyBERT4,BERT_BASE,mi,0.9,skip,mse,FALSE,1,0.3,393000,0.791262823,mnli,0.94085948,56.2,0,0,0
BERT_MEDIUM,BERT_BASE,mi,0.9,skip,mse,FALSE,1,0.3,393000,0.785715207,mnli,0.934263029,56.2,0,0,0
BERT_SMALL,BERT_BASE,mi,0.9,skip,mse,FALSE,1,0.3,393000,0.771309067,mnli,0.917133254,56.2,0,0,0
BERT_MINI,BERT_BASE,mi,0.9,skip,mse,FALSE,1,0.3,393000,0.75262896,mnli,0.894921474,56.2,0,0,0
BERT_TINY,BERT_BASE,mi,0.9,skip,mse,FALSE,1,0.3,393000,0.684068603,mnli,0.813399052,56.2,0,0,0
ELECTRA_SMALL,BERT_BASE,mi,0.9,skip,mse,FALSE,1,0.3,364000,0.910709869,qqp,1.020975189,79.1,0,0,0
ELECTRA_SMALL,BERT_BASE,mi,0.5,skip,mse,FALSE,1,0.3,364000,0.910017314,qqp,1.020198783,79.1,0,0,0
ELECTRA_SMALL,BERT_BASE,mi,0.5,skip,mse,TRUE,1,0.3,364000,0.909003215,qqp,1.0190619,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.7,emd,mse,FALSE,1,0.3,364000,0.902003463,qqp,1.011214645,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0,emd,mse,FALSE,1,0.3,364000,0.902003463,qqp,1.011214645,79.1,0,0,0
TinyBERT4,BERT_BASE,ce,0.1,skip,mse,FALSE,1,0.3,364000,0.901731388,qqp,1.010909628,79.1,0,0,0
TinyBERT4,BERT_BASE,mse,0.1,emd,mse,TRUE,1,0.3,364000,0.901657185,qqp,1.010826441,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,emd,mse,FALSE,1,0.3,364000,0.901236705,qqp,1.01035505,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0,skip,mse,FALSE,1,0.3,364000,0.901088301,qqp,1.010188678,79.1,0,0,0
TinyBERT4,BERT_BASE,pkd,0.1,last,ce,FALSE,1,0.3,364000,0.900939896,qqp,1.010022305,79.1,0,0,0
TinyBERT4,BERT_BASE,cos,0.1,emd,mse,FALSE,1,0.3,364000,0.900939896,qqp,1.010022305,79.1,0,0,0
TinyBERT4,BERT_BASE,mse,0.1,emd,mse,FALSE,1,0.3,364000,0.900939896,qqp,1.010022305,79.1,0,0,0
TinyBERT4,BERT_BASE,ce,0.1,emd,mse,FALSE,1,0.3,364000,0.900939896,qqp,1.010022305,79.1,0,0,0
TinyBERT4,BERT_BASE,cos,0.1,skip,mse,FALSE,1,0.3,364000,0.900890428,qqp,1.009966848,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.5,skip,mse,FALSE,1,0.3,364000,0.900865694,qqp,1.009939119,79.1,0,0,0
TinyBERT4,BERT_BASE,cos,0.1,skip,mse,TRUE,1,0.3,364000,0.90084096,qqp,1.00991139,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.5,last,mse,FALSE,1,0.3,364000,0.900791491,qqp,1.009855932,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,skip,mse,FALSE,1,0.3,364000,0.900667821,qqp,1.009717288,79.1,0,0,0
TinyBERT4,BERT_BASE,mse,0.1,skip,mse,FALSE,1,0.3,364000,0.90054415,qqp,1.009578643,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.9,emd,mse,TRUE,1,0.3,364000,0.900247341,qqp,1.009245898,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.5,emd,mse,FALSE,1,0.3,364000,0.900197873,qqp,1.009190441,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.5,emd,mse,TRUE,1,0.3,364000,0.900173139,qqp,1.009162712,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.9,skip,mse,FALSE,1,0.3,364000,0.900148405,qqp,1.009134983,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.9,emd,mse,FALSE,1,0.3,364000,0.900024734,qqp,1.008996339,79.1,0,0,0
TinyBERT4,BERT_BASE,cos,0.1,skip,ce,TRUE,1,0.3,364000,0.899950532,qqp,1.008913152,79.1,0,0,0
TinyBERT4,BERT_BASE,ce,0.1,last,mse,TRUE,1,0.3,364000,0.899851595,qqp,1.008802237,79.1,0,0,0
TinyBERT4,BERT_BASE,mse,0.1,emd,ce,TRUE,1,0.3,364000,0.899727925,qqp,1.008663593,79.1,0,0,0
TinyBERT4,BERT_BASE,pkd,0.1,skip,ce,FALSE,1,0.3,364000,0.899678457,qqp,1.008608136,79.1,0,0,0
TinyBERT4,BERT_BASE,ce,0.1,last,ce,TRUE,1,0.3,364000,0.899554786,qqp,1.008469491,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,emd,mse,TRUE,1,0.3,364000,0.899530052,qqp,1.008441762,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.9,last,mse,FALSE,1,0.3,364000,0.899480584,qqp,1.008386305,79.1,0,0,0
TinyBERT4,BERT_BASE,pkd,0.1,skip,mse,FALSE,1,0.3,364000,0.899480584,qqp,1.008386305,79.1,0,0,0
TinyBERT4,BERT_BASE,pkd,0.1,skip,mse,FALSE,1,0.3,364000,0.899406381,qqp,1.008303118,79.1,0,0,0
TinyBERT4,BERT_BASE,cos,0.1,last,mse,FALSE,1,0.3,364000,0.899356913,qqp,1.00824766,79.1,0,0,0
TinyBERT4,BERT_BASE,cos,0.1,skip,ce,FALSE,1,0.3,364000,0.899307445,qqp,1.008192203,79.1,0,0,0
TinyBERT4,BERT_BASE,mse,0.1,last,mse,TRUE,1,0.3,364000,0.89915904,qqp,1.00802583,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.5,last,mse,FALSE,1,0.3,364000,0.899084838,qqp,1.007942643,79.1,0,0,0
TinyBERT4,BERT_BASE,mse,0.1,last,mse,FALSE,1,0.3,364000,0.899060104,qqp,1.007914915,79.1,0,0,0
TinyBERT4,BERT_BASE,mse,0.1,emd,ce,FALSE,1,0.3,364000,0.898985902,qqp,1.007831729,79.1,0,0,0
TinyBERT4,BERT_BASE,pkd,0.1,skip,ce,TRUE,1,0.3,364000,0.898862231,qqp,1.007693084,79.1,0,0,0
TinyBERT4,BERT_BASE,cos,0.1,skip,mse,FALSE,1,0.3,364000,0.898565422,qqp,1.007360339,79.1,0,0,0
TinyBERT4,BERT_BASE,pkd,0.1,skip,mse,TRUE,1,0.3,364000,0.898293347,qqp,1.007055322,79.1,0,0,0
TinyBERT4,BERT_BASE,mse,0.1,emd,mse,FALSE,1,0.3,364000,0.898219144,qqp,1.006972135,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.5,emd,ce,TRUE,1,0.3,364000,0.89807074,qqp,1.006805762,79.1,0,0,0
TinyBERT4,BERT_BASE,mse,0.1,last,ce,FALSE,1,0.3,364000,0.89807074,qqp,1.006805762,79.1,0,0,0
TinyBERT4,BERT_BASE,mse,0.1,skip,ce,FALSE,1,0.3,364000,0.898046005,qqp,1.006778033,79.1,0,0,0
TinyBERT4,BERT_BASE,mse,0.1,skip,ce,FALSE,1,0.3,364000,0.897947069,qqp,1.006667118,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,last,mse,FALSE,1,0.3,364000,0.897724462,qqp,1.006417558,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,1,last,mse,FALSE,1,0.3,364000,0.897402919,qqp,1.006057084,79.1,0,0,0
TinyBERT4,BERT_BASE,pkd,0.1,last,mse,TRUE,1,0.3,364000,0.897254514,qqp,1.005890711,79.1,0,0,0
TinyBERT4,BERT_BASE,cos,0.1,last,ce,FALSE,1,0.3,364000,0.89722978,qqp,1.005862982,79.1,0,0,0
TinyBERT4,BERT_BASE,cos,0.1,skip,ce,FALSE,1,0.3,364000,0.897205046,qqp,1.005835253,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0,skip,mse,FALSE,1,0.3,364000,0.897130843,qqp,1.005752066,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,emd,ce,TRUE,1,0.3,364000,0.896982439,qqp,1.005585694,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.5,emd,ce,FALSE,1,0.3,364000,0.896685629,qqp,1.005252947,79.1,0,0,0
TinyBERT4,BERT_BASE,pkd,0.1,emd,ce,FALSE,1,0.3,364000,0.896611427,qqp,1.005169761,79.1,0,0,0
TinyBERT4,BERT_BASE,mse,0.1,emd,ce,FALSE,1,0.3,364000,0.896611427,qqp,1.005169761,79.1,0,0,0
TinyBERT4,BERT_BASE,ce,0.1,last,ce,FALSE,1,0.3,364000,0.896586693,qqp,1.005142033,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,1,skip,mse,TRUE,1,0.3,364000,0.89638882,qqp,1.004920202,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0,emd,ce,FALSE,1,0.3,364000,0.896215681,qqp,1.0047261,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0,last,mse,FALSE,1,0.3,364000,0.89596834,qqp,1.004448812,79.1,0,0,0
TinyBERT4,BERT_BASE,pkd,0.1,last,mse,FALSE,1,0.3,364000,0.895226317,qqp,1.003616947,79.1,0,0,0
TinyBERT4,BERT_BASE,pkd,0.1,skip,ce,FALSE,1,0.3,364000,0.894781103,qqp,1.003117828,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.9,emd,ce,TRUE,1,0.3,364000,0.894731635,qqp,1.003062371,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,emd,ce,FALSE,1,0.3,364000,0.894731635,qqp,1.003062371,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.9,emd,ce,FALSE,1,0.3,364000,0.893321791,qqp,1.001481828,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,last,mse,TRUE,1,0.3,364000,0.893297057,qqp,1.0014541,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,last,ce,FALSE,1,0.3,364000,0.892876577,qqp,1.00098271,79.1,0,0,0
TinyBERT4,BERT_BASE,ce,0.1,last,mse,FALSE,1,0.3,364000,0.892728172,qqp,1.000816336,79.1,0,0,0
TinyBERT4,BERT_BASE,cos,0.1,last,mse,FALSE,1,0.3,364000,0.892579767,qqp,1.000649963,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,emd,ce,FALSE,1,0.3,364000,0.892381895,qqp,1.000428133,79.1,0,0,0
TinyBERT4,BERT_BASE,ce,0.1,skip,ce,FALSE,1,0.3,364000,0.890749443,qqp,0.99859803,79.1,0,0,0
TinyBERT4,BERT_BASE,ce,0.1,emd,ce,FALSE,1,0.3,364000,0.890378432,qqp,0.998182099,79.1,0,0,0
TinyBERT4,BERT_BASE,cos,0.1,emd,ce,FALSE,1,0.3,364000,0.890378432,qqp,0.998182099,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.5,last,ce,FALSE,1,0.3,364000,0.890353698,qqp,0.99815437,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,skip,ce,FALSE,1,0.3,364000,0.89030423,qqp,0.998098913,79.1,0,0,0
TinyBERT4,BERT_BASE,pkd,0.1,last,ce,FALSE,1,0.3,364000,0.890155825,qqp,0.997932539,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.9,skip,ce,FALSE,1,0.3,364000,0.889685877,qqp,0.997405692,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.5,skip,ce,FALSE,1,0.3,364000,0.889191195,qqp,0.996851115,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,last,mse,FALSE,1,0.3,364000,0.888993322,qqp,0.996629285,79.1,0,0,0
TinyBERT4,BERT_BASE,mse,0.1,last,mse,FALSE,1,0.3,364000,0.888943854,qqp,0.996573827,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.5,last,ce,TRUE,1,0.3,364000,0.888745981,qqp,0.996351997,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,last,ce,FALSE,1,0.3,364000,0.888721247,qqp,0.996324268,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,last,ce,TRUE,1,0.3,364000,0.888449171,qqp,0.99601925,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,skip,ce,FALSE,1,0.3,364000,0.888424437,qqp,0.995991521,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0,last,ce,TRUE,1,0.3,364000,0.888276033,qqp,0.995825149,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,skip,ce,TRUE,1,0.3,364000,0.887929755,qqp,0.995436945,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0,last,ce,FALSE,1,0.3,364000,0.88681672,qqp,0.994189148,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0,skip,ce,FALSE,1,0.3,364000,0.886470443,qqp,0.993800945,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,1,skip,ce,TRUE,1,0.3,364000,0.886297304,qqp,0.993606843,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,1,last,ce,TRUE,1,0.3,364000,0.885876824,qqp,0.993135453,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,1,skip,ce,FALSE,1,0.3,364000,0.884837992,qqp,0.991970843,79.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.9,last,ce,TRUE,1,0.3,364000,0.884714321,qqp,0.991832198,79.1,0,0,0
BERT_BASE,BERT_BASE,mi,0.9,skip,mse,FALSE,1,0.3,105000,0.908475197,qnli,0.999422659,72.1,0,0,0
TinyBERT6,BERT_BASE,mi,0.9,skip,mse,FALSE,1,0.3,105000,0.901336262,qnli,0.991569045,72.1,0,0,0
ELECTRA_SMALL,BERT_BASE,mi,0.9,skip,mse,TRUE,1,0.3,105000,0.896393923,qnli,0.986131928,72.1,0,0,0
ELECTRA_SMALL,BERT_BASE,mi,0.9,skip,mse,FALSE,1,0.3,105000,0.895844774,qnli,0.985527804,72.1,0,0,0
ELECTRA_SMALL,BERT_BASE,mi,0.9,skip,mse,TRUE,1,0.3,105000,0.895112576,qnli,0.984722306,72.1,0,0,0
ELECTRA_SMALL,BERT_BASE,mi,0.9,skip,mse,FALSE,1,0.3,105000,0.889438038,qnli,0.97847969,72.1,0,0,0
ELECTRA_SMALL,BERT_BASE,mi,0.9,skip,mse,FALSE,1,0.3,105000,0.88833974,qnli,0.977271441,72.1,0,0,0
BERT_MEDIUM,BERT_BASE,mi,0.9,skip,mse,FALSE,1,0.3,105000,0.886509244,qnli,0.975257694,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.9,skip,mse,TRUE,1,0.3,105000,0.883214351,qnli,0.971632949,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.5,skip,mse,TRUE,1,0.3,105000,0.882116053,qnli,0.970424701,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0,skip,mse,TRUE,1,0.3,105000,0.881933004,qnli,0.970223327,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,skip,mse,TRUE,1,0.3,105000,0.881566905,qnli,0.969820578,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,1,last,mse,TRUE,1,0.3,105000,0.880651657,qnli,0.968813704,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.9,last,mse,TRUE,1,0.3,105000,0.880102508,qnli,0.96820958,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.5,last,mse,TRUE,1,0.3,105000,0.879919458,qnli,0.968008205,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,1,skip,mse,TRUE,1,0.3,105000,0.879919458,qnli,0.968008205,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,last,mse,TRUE,1,0.3,105000,0.879553359,qnli,0.967605455,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0,last,mse,TRUE,1,0.3,105000,0.879370309,qnli,0.96740408,72.1,0,0,0
TinyBERT4,BERT_BASE,ce,0.1,skip,mse,TRUE,1,0.3,105000,0.87900421,qnli,0.967001331,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.9,emd,mse,TRUE,1,0.3,105000,0.878638111,qnli,0.966598582,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.9,last,ce,TRUE,1,0.3,105000,0.877356764,qnli,0.965188959,72.1,0,0,0
TinyBERT4,BERT_BASE,ce,0.1,last,mse,TRUE,1,0.3,105000,0.876990664,qnli,0.964786209,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.5,emd,mse,TRUE,1,0.3,105000,0.876807615,qnli,0.964584835,72.1,0,0,0
TinyBERT4,BERT_BASE,mse,0.1,skip,mse,TRUE,1,0.3,105000,0.876624565,qnli,0.96438346,72.1,0,0,0
TinyBERT4,BERT_BASE,mse,0.1,emd,mse,TRUE,1,0.3,105000,0.875892367,qnli,0.963577961,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,1,last,ce,TRUE,1,0.3,105000,0.875709317,qnli,0.963376586,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,emd,mse,TRUE,1,0.3,105000,0.874977119,qnli,0.962571088,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.5,last,ce,TRUE,1,0.3,105000,0.874977119,qnli,0.962571088,72.1,0,0,0
TinyBERT4,BERT_BASE,ce,0.1,last,mse,FALSE,1,0.3,105000,0.87442797,qnli,0.961966964,72.1,0,0,0
TinyBERT4,BERT_BASE,cos,0.1,skip,mse,TRUE,1,0.3,105000,0.87424492,qnli,0.961765589,72.1,0,0,0
TinyBERT4,BERT_BASE,cos,0.1,last,mse,TRUE,1,0.3,105000,0.874061871,qnli,0.961564215,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.9,skip,ce,TRUE,1,0.3,105000,0.874061871,qnli,0.961564215,72.1,0,0,0
TinyBERT4,BERT_BASE,mse,0.1,last,mse,TRUE,1,0.3,105000,0.873878821,qnli,0.961362839,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.5,skip,mse,FALSE,1,0.3,105000,0.873695772,qnli,0.961161465,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.7,skip,ce,FALSE,1,0.3,105000,0.873695772,qnli,0.961161465,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.5,skip,ce,TRUE,1,0.3,105000,0.873512722,qnli,0.96096009,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,1,skip,mse,FALSE,1,0.3,105000,0.873512722,qnli,0.96096009,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.5,last,ce,FALSE,1,0.3,105000,0.872780524,qnli,0.960154592,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,skip,ce,TRUE,1,0.3,105000,0.872780524,qnli,0.960154592,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,last,ce,FALSE,1,0.3,105000,0.872414424,qnli,0.959751842,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,emd,ce,TRUE,1,0.3,105000,0.872231375,qnli,0.959550468,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.7,skip,mse,FALSE,1,0.3,105000,0.872231375,qnli,0.959550468,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,last,ce,TRUE,1,0.3,105000,0.872048325,qnli,0.959349092,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0,skip,ce,FALSE,1,0.3,105000,0.871865275,qnli,0.959147717,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.9,skip,mse,FALSE,1,0.3,105000,0.871865275,qnli,0.959147717,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0,skip,ce,FALSE,1,0.3,105000,0.871865275,qnli,0.959147717,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.5,skip,ce,FALSE,1,0.3,105000,0.871865275,qnli,0.959147717,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,1,skip,ce,TRUE,1,0.3,105000,0.871682226,qnli,0.958946343,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.5,skip,mse,FALSE,1,0.3,105000,0.871499176,qnli,0.958744968,72.1,0,0,0
TinyBERT4,BERT_BASE,mse,0.1,last,mse,FALSE,1,0.3,105000,0.871316127,qnli,0.958543594,72.1,0,0,0
TinyBERT4,BERT_BASE,mi,0.1,skip,ce,FALSE,1,0.3,105000,0.871316127,qnli,0.958543594,72.1,0,0,0
